date,open,high,low,close,volume,adjusted,roc_z,outlier,stock
2024-02-16,589.900024414063,590.140014648438,546.369995117188,546.659973144531,10323000,546.659973144531,-3.28614267844749,1,Adobe Inc.
2024-08-01,145,147.289993286133,130.240005493164,132.539993286133,94731900,132.539993286133,-2.72901334453282,1,Advanced Micro Devices
2024-07-17,169.800003051758,169.800003051758,159.369995117188,159.429992675781,76954200,159.429992675781,-3.40232270267514,1,Advanced Micro Devices
2024-05-01,148.110000610352,151.369995117188,142.139999389648,144.270004272461,89413200,144.270004272461,-2.95105108453136,1,Advanced Micro Devices
2024-04-04,182.919998168945,183.020004272461,165.649993896484,165.830001831055,88280000,165.830001831055,-2.72919358815476,1,Advanced Micro Devices
2024-08-05,16.75,16.9500007629395,16,16.2900009155273,8794300,16.2900009155273,-2.10879958298538,1,AES Corporation
2024-07-15,18.25,18.3199996948242,16.9599990844727,17,13899300,16.8346824645996,-4.45524470271428,1,AES Corporation
2024-06-28,19.2099990844727,19.2099990844727,17.3500003814697,17.5699996948242,28445300,17.3991394042969,-3.49999645147276,1,AES Corporation
2024-04-12,17.7199993133545,17.9699993133545,16.8299999237061,16.8500003814697,7681300,16.5245113372803,-2.35097580201023,1,AES Corporation
2024-02-13,16.4300003051758,16.5400009155273,15.6999998092651,16,7946300,15.6909303665161,-2.24756755724499,1,AES Corporation
2024-04-11,82.75,82.9599990844727,79.4700012207031,79.6399993896484,3399000,79.1858978271484,-3.02705853816701,1,Aflac
2024-02-01,78.870002746582,79.8000030517578,75.0800018310547,76.1999969482422,9777500,75.2882766723633,-7.45205216395056,1,Aflac
2024-01-09,82.5800018310547,82.5800018310547,80.1600036621094,80.5500030517578,2851800,79.5862350463867,-2.16103833829056,1,Aflac
2024-05-30,125.300003051758,135.179992675781,125.300003051758,131.419998168945,5138500,131.176544189453,-5.82379932110529,1,Agilent Technologies
2024-01-03,138,138,131.070007324219,131.160003662109,2074500,130.704711914063,-3.22485779874604,1,Agilent Technologies
2024-07-22,262.869995117188,263,248.029998779297,248.550003051758,3865900,248.550003051758,-2.7632793887394,1,Air Products and Chemicals
2024-07-01,256.529998779297,257.899993896484,246.690002441406,247.339996337891,1974700,247.339996337891,-2.08614712356291,1,Air Products and Chemicals
2024-02-05,227,228.039993286133,217.029998779297,218.020004272461,7998200,214.94807434082,-8.30994543264706,1,Air Products and Chemicals
2024-08-07,112.440002441406,115.550003051758,110.379997253418,113.010002136231,29027900,113.010002136231,-6.39507912850457,1,Airbnb
2024-08-02,129.309997558594,129.600006103516,126.5,128.229995727539,7745500,128.229995727539,-2.29344128830503,1,Airbnb
2024-05-09,146.600006103516,150.005004882813,145.570007324219,147.050003051758,14802600,147.050003051758,-3.14796297804018,1,Airbnb
2024-05-10,94.1999969482422,94.8199996948242,90.5299987792969,91.1900024414063,9731100,91.1900024414063,-6.30551985847528,1,Akamai
2024-02-14,119.120002746582,122,113.809997558594,114.800003051758,7080500,114.800003051758,-4.61381375264522,1,Akamai
2024-07-09,96.8499984741211,98.0199966430664,90.3199996948242,90.4700012207031,6421000,90.4700012207031,-2.36754493489413,1,Albemarle Corporation
2024-03-05,122.059997558594,122.440002441406,106.690002441406,109.400001525879,19347700,108.649078369141,-5.20837097131006,1,Albemarle Corporation
2024-07-24,120.98999786377,120.98999786377,115.569999694824,115.569999694824,1568300,115.569999694824,-2.78803697876041,1,Alexandria Real Estate Equities
2024-07-23,124.01000213623,125.300003051758,119.319999694824,121.410003662109,1864600,121.410003662109,-2.01486769358143,1,Alexandria Real Estate Equities
2024-04-10,124.569999694824,124.709999084473,121.720001220703,122.76000213623,689800,121.388854980469,-3.07094485542019,1,Alexandria Real Estate Equities
2024-02-13,113.910003662109,114.01000213623,111.190002441406,112.769996643066,1279400,110.370101928711,-2.53605264281427,1,Alexandria Real Estate Equities
2024-01-30,124.48999786377,124.699996948242,121.150001525879,121.199996948242,1791900,118.620704650879,-2.38757585412275,1,Alexandria Real Estate Equities
2024-08-02,224.020004272461,224.029998779297,209.179992675781,213.490005493164,1381400,213.490005493164,-2.80869626652896,1,Align Technology
2024-07-25,228.110000610352,244.360000610352,225.899993896484,226.050003051758,2100700,226.050003051758,-3.33605213444517,1,Align Technology
2024-07-12,251.869995117188,254.940002441406,242.169998168945,242.649993896484,1030800,242.649993896484,-2.28176245426927,1,Align Technology
2024-06-14,269.339996337891,270.279998779297,252.110000610352,256.010009765625,1078500,256.010009765625,-2.41721607756187,1,Align Technology
2024-04-30,300,300,282.010009765625,282.380004882813,1218500,282.380004882813,-3.20012713172314,1,Align Technology
2024-01-03,263.589996337891,263.720001220703,250.279998779297,256.220001220703,1354200,256.220001220703,-2.01346698409746,1,Align Technology
2024-08-01,136.600006103516,139.199996948242,131.940002441406,132.289993286133,1156100,132.289993286133,-2.45055560213674,1,Allegion
2024-04-10,131.029998779297,131.75,129.039993286133,129.130004882813,547500,128.609848022461,-2.63301682555204,1,Allegion
2024-02-13,129,130.669998168945,128.220001220703,129.589996337891,840700,128.601318359375,-2.20897715568062,1,Allegion
2024-08-05,58.0299987792969,58.2400016784668,55.189998626709,55.2299995422363,1744900,55.2299995422363,-3.03207697486843,1,Alliant Energy
2024-05-23,50.8699989318848,50.9300003051758,49.9799995422363,50.0099983215332,1240900,49.582332611084,-2.09503962246764,1,Alliant Energy
2024-04-10,49.0699996948242,49.1800003051758,48.2099990844727,48.6800003051758,2048700,47.7965469360352,-2.41717411013867,1,Alliant Energy
2024-02-26,48.4300003051758,48.4300003051758,47.1800003051758,47.4300003051758,1774600,46.5692329406738,-2.40556215496315,1,Alliant Energy
2024-02-05,48.2799987792969,48.3800010681152,47.5900001525879,47.6100006103516,1531400,46.745964050293,-2.25120693911678,1,Alliant Energy
2024-01-11,51.3699989318848,51.5999984741211,49.9599990844727,50.0900001525879,2524200,48.7010459899902,-3.22913540960698,1,Alliant Energy
2024-08-05,176.850006103516,176.850006103516,168.360000610352,169.020004272461,1922600,169.020004272461,-3.4890042683801,1,Allstate
2024-07-25,172.889999389648,176.220001220703,162.270004272461,165.399993896484,3802300,165.399993896484,-3.1881281031136,1,Allstate
2024-03-01,158.460006713867,158.800003051758,154.619995117188,155.149993896484,2931100,154.284805297852,-2.18897449545484,1,Allstate
2024-08-05,155.5,164.429992675781,154.929992675781,159.25,53630700,159.25,-2.59186348033043,1,Alphabet Inc. (Class A)
2024-07-24,173.600006103516,176.190002441406,171.820007324219,172.630004882813,49585200,172.630004882813,-2.93838001456275,1,Alphabet Inc. (Class A)
2024-02-26,142.139999389648,142.440002441406,137.389999389648,137.570007324219,53641800,137.412307739258,-2.58752222720689,1,Alphabet Inc. (Class A)
2024-01-31,143.619995117188,144,139.869995117188,140.100006103516,71910000,139.939392089844,-4.40129078560996,1,Alphabet Inc. (Class A)
2024-08-05,157.369995117188,165.940002441406,156.600006103516,160.639999389648,34907800,160.639999389648,-2.72330836906222,1,Alphabet Inc. (Class C)
2024-07-24,175.389999389648,177.949996948242,173.570007324219,174.369995117188,31250700,174.369995117188,-2.97195645929535,1,Alphabet Inc. (Class C)
2024-02-26,143.449996948242,143.839996337891,138.740005493164,138.75,33513000,138.59228515625,-2.66016788867327,1,Alphabet Inc. (Class C)
2024-01-31,145.389999389648,145.589996337891,141.550003051758,141.800003051758,43908600,141.638824462891,-4.3703453333789,1,Alphabet Inc. (Class C)
2024-08-05,49.9900016784668,50.7799987792969,49.0099983215332,49.3499984741211,14335800,49.3499984741211,-3.12938467081133,1,Altria
2024-07-31,48.4000015258789,49.0499992370606,47.5699996948242,49.0099983215332,19166000,49.0099983215332,-2.83746472981151,1,Altria
2024-06-14,44.4900016784668,44.5499992370605,43.8300018310547,44.3199996948242,10651600,44.3199996948242,-2.90929554248504,1,Altria
2024-03-22,43.9099998474121,43.9300003051758,42.8600006103516,42.9799995422363,23867300,42.0593338012695,-4.05733447677311,1,Altria
2024-03-04,40.3300018310547,40.689998626709,39.25,39.7299995422363,28577600,38.0313110351563,-2.58310919660754,1,Altria
2024-08-05,154.210006713867,162.960006713867,151.610000610352,161.020004272461,83149400,161.020004272461,-2.42924392552319,1,Amazon
2024-08-02,166.75,168.770004272461,160.550003051758,167.899993896484,141448400,167.899993896484,-5.26667713420423,1,Amazon
2024-08-16,10.3199996948242,10.4799995422363,10.0900001525879,10.4499998092651,25040000,10.4499998092651,-2.67275562478854,1,Amcor
2024-04-10,9.21000003814697,9.27000045776367,9.0600004196167,9.10999965667725,7604100,8.99691677093506,-2.08510085366533,1,Amcor
2024-02-13,9.0600004196167,9.06999969482422,8.77999973297119,8.88000011444092,12786000,8.64983463287354,-2.36771389951033,1,Amcor
2024-08-05,84.2799987792969,84.4000015258789,80.1699981689453,80.1900024414063,1708700,80.1900024414063,-2.67473206708965,1,Ameren
2024-05-23,72.7600021362305,72.7699966430664,71.4800033569336,71.5,2198300,70.829719543457,-2.19613094725463,1,Ameren
2024-04-10,71.9000015258789,72.4700012207031,71.1699981689453,72.2799987792969,1457700,71.602409362793,-2.18563564629298,1,Ameren
2024-01-11,73.4499969482422,73.4499969482422,71.4899978637695,72.1999969482422,1780900,70.8725051879883,-2.02794033321917,1,Ameren
2024-05-29,12.1599998474121,12.1700000762939,11.3100004196167,11.6199998855591,158980400,11.6199998855591,-5.11651242432295,1,American Airlines Group
2024-04-02,15.0600004196167,15.1099996566772,14.3599996566772,14.3999996185303,34155400,14.3999996185303,-2.34844021996337,1,American Airlines Group
2024-01-12,13.9300003051758,13.9799995422363,13.1899995803833,13.210000038147,80445800,13.210000038147,-3.47298403655095,1,American Airlines Group
2024-08-05,104.23999786377,104.410003662109,97.9700012207031,98.0599975585938,3951200,97.179817199707,-3.14978574867264,1,American Electric Power
2024-05-23,91.129997253418,91.129997253418,89.2099990844727,89.2799987792969,2182700,88.478630065918,-2.08174319269579,1,American Electric Power
2024-02-05,77.9000015258789,77.9400024414063,76.7399978637695,76.8000030517578,2819400,74.5135116577148,-2.01643031902851,1,American Electric Power
2024-01-11,81.3899993896484,81.7200012207031,79.9199981689453,80.4000015258789,3574600,78.0063400268555,-2.24009976287393,1,American Electric Power
2024-08-05,226.639999389648,230.779998779297,222.029998779297,225.919998168945,4890700,225.919998168945,-2.01474532143794,1,American Express
2024-08-02,244.509994506836,244.649993896484,230.050003051758,232.279998779297,6902600,232.279998779297,-4.76772143488234,1,American Express
2024-07-19,241.800003051758,243.380004882813,237.649993896484,242.380004882813,5750400,242.380004882813,-2.01382152942523,1,American Express
2024-06-11,231.639999389648,231.639999389648,224.210006713867,224.529998779297,3168100,223.863204956055,-2.48151929647302,1,American Express
2024-04-04,229.139999389648,229.679992675781,219.210006713867,219.589996337891,3035300,218.937866210938,-2.2728920748885,1,American Express
2024-08-02,74,74.5800018310547,71.6900024414063,71.9700012207031,7453100,71.9700012207031,-3.07606505146519,1,American International Group
2024-08-01,76.4800033569336,77.1900024414063,73.8099975585938,74.9100036621094,11090600,74.9100036621094,-4.29473535125988,1,American International Group
2024-07-19,77.9199981689453,77.9199981689453,74.1699981689453,74.4199981689453,7045200,74.4199981689453,-3.66260706998514,1,American International Group
2024-04-09,78.0899963378906,78.1100006103516,75.1900024414063,75.5199966430664,4390000,75.1123886108399,-2.34228372042647,1,American International Group
2024-02-20,69.0100021362305,69.4199981689453,68.0500030517578,68.129997253418,6814600,67.4408340454102,-2.13416242411341,1,American International Group
2024-08-05,231.880004882813,236.130004882813,226.009994506836,226.190002441406,4329600,226.190002441406,-2.39329954252531,1,American Tower
2024-04-16,177.949996948242,177.949996948242,171.759994506836,172.210006713867,3848700,170.792282104492,-2.20198392557784,1,American Tower
2024-04-10,187.190002441406,187.490005493164,180.539993286133,181.960006713867,4136500,178.855361938477,-3.77822162679056,1,American Tower
2024-08-05,148.990005493164,149,142.699996948242,142.720001220703,1299200,141.954147338867,-2.4294413046898,1,American Water Works
2024-05-23,132.839996337891,132.839996337891,128.399993896484,128.600006103516,1031800,127.90991973877,-2.98194221588009,1,American Water Works
2024-04-10,118.98999786377,119.330001831055,117.029998779297,118.309997558594,2354600,117.010757446289,-2.24549272602918,1,American Water Works
2024-02-13,121.720001220703,122.349998474121,118.980003356934,119.779998779297,1789700,118.464622497559,-2.41373243298133,1,American Water Works
2024-01-24,127.129997253418,127.290000915527,121.379997253418,121.940002441406,1279600,119.903991699219,-2.64685050862993,1,American Water Works
2024-08-05,393.579986572266,395.649993896484,385.739990234375,391.529998779297,723100,391.529998779297,-2.40775664928617,1,Ameriprise Financial
2024-08-02,409.470001220703,411.579986572266,400.450012207031,402.609985351562,679600,401.130004882813,-3.28501193366361,1,Ameriprise Financial
2024-08-01,431.390014648438,432.649993896484,414.470001220703,418.359985351563,600100,416.822082519531,-2.38257776357867,1,Ameriprise Financial
2024-07-16,438.190002441406,440.040008544922,428.220001220703,429.049987792969,1066800,427.472808837891,-3.27855925753427,1,Ameriprise Financial
2024-04-23,420.109985351563,423.579986572266,402.700012207031,407.690002441406,992000,404.747924804687,-2.83698944462353,1,Ameriprise Financial
2024-08-02,157.649993896484,157.649993896484,150.460006713867,152.740005493164,4082200,152.740005493164,-2.88922538706184,1,Ametek
2024-08-01,165,167,156.539993286133,159.130004882813,4505900,159.130004882813,-6.08721505028331,1,Ametek
2024-07-24,171.139999389648,171.229995727539,166.880004882813,166.949996948242,925000,166.949996948242,-2.04733630645912,1,Ametek
2024-06-14,171.820007324219,172.050003051758,164.539993286133,167.020004272461,1875900,167.020004272461,-2.85379359589565,1,Ametek
2024-05-28,173.699996948242,174.419998168945,168.210006713867,168.309997558594,1211400,168.039031982422,-2.20582989086018,1,Ametek
2024-05-02,170,171.130004882813,161.960006713867,163.339996337891,2896000,163.077026367188,-4.4490083199757,1,Ametek
2024-08-07,320.989990234375,323,306.589996337891,312.5,4618400,310.339141845703,-3.14041271183142,1,Amgen
2024-05-06,310.880004882813,312.730010986328,297.519989013672,299.480010986328,4717600,295.311737060547,-2.37502267328138,1,Amgen
2024-02-07,315.510009765625,315.510009765625,295.269989013672,295.869995117188,8411300,289.488891601563,-4.03422985123426,1,Amgen
2024-08-02,60.2999992370606,60.439998626709,58,59.1300010681152,11962600,59.1300010681152,-3.1220862461113,1,Amphenol
2024-08-01,63.9300003051758,63.9300003051758,60.8400001525879,62.1199989318848,9122500,62.1199989318848,-2.18089326212871,1,Amphenol
2024-07-24,62.5800018310547,64.3000030517578,61.3899993896484,61.9900016784668,14011300,61.9900016784668,-4.17429875089542,1,Amphenol
2024-07-17,69.3000030517578,69.5100021362305,64.1399993896484,64.2200012207031,14803700,64.2200012207031,-5.72106238737625,1,Amphenol
2024-08-02,212.479995727539,213.070007324219,206.710006713867,207.960006713867,6796700,207.960006713867,-2.5686824927651,1,Analog Devices
2024-08-01,228.080001831055,231.199996948242,216.770004272461,218.919998168945,5404600,218.919998168945,-2.76499183196192,1,Analog Devices
2024-07-23,234.100006103516,236.919998168945,229.029998779297,230.320007324219,3876200,230.320007324219,-2.07601592872537,1,Analog Devices
2024-02-13,188.160003662109,188.949996948242,183.009994506836,184.690002441406,6800200,183.095504760742,-2.47415376828436,1,Analog Devices
2024-07-24,319.440002441406,319.440002441406,309.420013427734,310.549987792969,404000,310.549987792969,-2.16219493910877,1,Ansys
2024-07-17,328.470001220703,328.470001220703,319.739990234375,320.230010986328,548300,320.230010986328,-2.23116459202353,1,Ansys
2024-03-05,337.25,339.059997558594,327.350006103516,328.790008544922,420200,328.790008544922,-2.50506409230445,1,Ansys
2024-02-13,331.640014648438,333.450012207031,326.160003662109,327.519989013672,1125800,327.519989013672,-2.22883764063447,1,Ansys
2024-01-16,333.910003662109,336.630004882813,324.739990234375,327.420013427734,4532300,327.420013427734,-4.08030653066259,1,Ansys
2024-01-12,357,357,344.959991455078,346.480010986328,846400,346.480010986328,-2.3001165378091,1,Ansys
2024-01-03,350.359985351563,351.329986572266,343.179992675781,343.220001220703,864800,343.220001220703,-2.00720259106548,1,Ansys
2024-04-26,270.880004882813,285.880004882813,268.059997558594,285.029998779297,4566600,283.761169433594,-5.4510553735273,1,Aon
2024-04-04,325.820007324219,325.820007324219,313.309997558594,314.769989013672,2153500,313.368743896484,-2.36983720681734,1,Aon
2024-02-02,295.239990234375,300.75,289.709991455078,292.399993896484,2060000,291.098358154297,-2.01416522388728,1,Aon
2024-08-02,30.6900005340576,30.7399997711182,28.2999992370605,28.5900001525879,8733700,28.5900001525879,-3.9760886544714,1,APA Corporation
2024-05-02,30.1200008392334,30.8199996948242,28.8999996185303,29.1800003051758,13332100,28.9521026611328,-2.07603821462378,1,APA Corporation
2024-03-26,34.5200004577637,34.7999992370606,32.810001373291,32.8800010681152,11751200,32.3717193603516,-2.3884950792299,1,APA Corporation
2024-01-04,34.75,35.1300010681152,33.9700012207031,34.0499992370606,19168900,33.2504577636719,-3.62770610288714,1,APA Corporation
2024-08-05,199.089996337891,213.5,196,209.270004272461,119548600,209.028060913086,-3.28916154048242,1,Apple Inc.
2024-03-21,177.050003051758,177.490005493164,170.839996337891,171.369995117188,106181300,170.940002441406,-2.79207871629152,1,Apple Inc.
2024-08-02,187.869995117188,189.570007324219,179.630004882813,181.809997558594,12991600,181.809997558594,-2.91456170011767,1,Applied Materials
2024-08-01,204.130004882813,209.080001831055,192.320007324219,196.300003051758,11268300,196.300003051758,-2.95918805014312,1,Applied Materials
2024-07-24,217.369995117188,217.770004272461,205.529998779297,206.529998779297,9263400,206.529998779297,-2.35477035600626,1,Applied Materials
2024-07-17,231.240005493164,233.320007324219,219.759994506836,220.070007324219,10538900,220.070007324219,-4.17763910917761,1,Applied Materials
2024-07-11,255.570007324219,255.570007324219,241.100006103516,241.259994506836,5623800,241.259994506836,-2.12039300610115,1,Applied Materials
2024-02-20,195.589996337891,195.860000610352,186.119995117188,189.139999389648,11216100,188.476379394531,-2.06130226288345,1,Applied Materials
2024-08-02,71.1600036621094,71.1800003051758,67.0500030517578,69.629997253418,6391900,69.629997253418,-2.01695451739118,1,Aptiv
2024-06-26,66.8899993896484,69.2900009155274,65.129997253418,67.5400009155274,9322400,67.5400009155274,-3.44940535135884,1,Aptiv
2024-06-14,73.6500015258789,73.8000030517578,70.1100006103516,70.3000030517578,3007400,70.3000030517578,-2.40551181959469,1,Aptiv
2024-04-10,77,77.3899993896484,74.2799987792969,74.9499969482422,2082700,74.9499969482422,-2.13188214007228,1,Aptiv
2024-02-13,80.620002746582,81.4899978637695,78.2600021362305,79.0899963378906,4272600,79.0899963378906,-2.38192025897051,1,Aptiv
2024-01-31,85.9899978637695,88.8899993896484,81.1500015258789,81.3300018310547,5669800,81.3300018310547,-2.66153049840455,1,Aptiv
2024-01-03,87.4599990844727,87.7600021362305,84.0400009155274,84.4899978637695,2746600,84.4899978637695,-2.69962710027615,1,Aptiv
2024-08-05,100.330001831055,100.569999694824,94.4100036621094,96.0599975585938,2599900,96.0599975585938,-2.29824310451153,1,Arch Capital Group
2024-07-31,100.169998168945,100.569999694824,94.7699966430664,95.7799987792969,2449700,95.7799987792969,-2.14992544917257,1,Arch Capital Group
2024-07-03,99.9199981689453,100.199996948242,97.3399963378906,97.6500015258789,1280000,97.6500015258789,-2.0562675302779,1,Arch Capital Group
2024-06-26,101.440002441406,101.650001525879,99.0899963378906,99.7699966430664,1370600,99.7699966430664,-2.03982807703436,1,Arch Capital Group
2024-04-26,92.1100006103516,92.4300003051758,90.7799987792969,90.9000015258789,1458000,90.9000015258789,-2.02401566210789,1,Arch Capital Group
2024-04-09,94.4599990844727,94.7699966430664,90.6999969482422,91.2200012207031,2371000,91.2200012207031,-3.02131992971564,1,Arch Capital Group
2024-01-22,56.8800010681152,57.7599983215332,51.4900016784668,51.689998626709,47394200,50.7905807495117,-10.3739424693666,1,Archer-Daniels-Midland
2024-08-02,320,325,311.399993896484,319.339996337891,2699900,319.339996337891,-2.28300922650389,1,Arista Networks
2024-07-24,340.850006103516,344.600006103516,324.105010986328,325.869995117188,2645800,325.869995117188,-2.3996391905507,1,Arista Networks
2024-07-17,350.709991455078,352.5,335.920013427734,336.679992675781,3135400,336.679992675781,-2.40801773262026,1,Arista Networks
2024-04-12,280.269989013672,282.700012207031,268.329986572266,271.220001220703,5747300,271.220001220703,-3.42503202780773,1,Arista Networks
2024-02-13,257.890014648438,270.739990234375,255.940002441406,265.510009765625,7021600,265.510009765625,-2.19351268984395,1,Arista Networks
2024-08-05,286.429992675781,287.489990234375,277.970001220703,278.320007324219,1397500,278.320007324219,-3.16737935715638,1,Arthur J. Gallagher & Co.
2024-06-26,259.619995117188,259.619995117188,251.419998168945,253.5,1053700,253.5,-2.56061980451174,1,Arthur J. Gallagher & Co.
2024-06-25,264.839996337891,266.390014648438,259.410003662109,259.899993896484,1426600,259.899993896484,-2.09736886044361,1,Arthur J. Gallagher & Co.
2024-05-23,256.980010986328,257.089996337891,250.419998168945,250.960006713867,715400,250.361633300781,-2.69381629767469,1,Arthur J. Gallagher & Co.
2024-04-04,247.229995727539,247.229995727539,240.059997558594,240.300003051758,1134600,239.727035522461,-2.16801289622873,1,Arthur J. Gallagher & Co.
2024-03-21,255.690002441406,255.690002441406,250.130004882813,250.300003051758,1409100,249.703201293945,-2.27746389566083,1,Arthur J. Gallagher & Co.
2024-01-26,235.990005493164,235.990005493164,227.080001831055,233.029998779297,1489400,231.906143188477,-2.08796185270979,1,Arthur J. Gallagher & Co.
2024-08-05,173.979995727539,173.979995727539,166.789993286133,169.289993286133,279400,169.289993286133,-2.06911213927725,1,Assurant
2024-04-04,186.339996337891,186.339996337891,179.009994506836,179.339996337891,559800,178.595077514648,-2.74775943017912,1,Assurant
2024-08-15,19.5499992370605,19.5799999237061,18.9699993133545,19.0900001525879,42608100,19.0900001525879,-2.22539039156308,1,AT&T
2024-07-22,18.7000007629395,18.7700004577637,18.3099994659424,18.5499992370605,44083600,18.5499992370605,-2.40972425943631,1,AT&T
2024-02-08,17.2999992370605,17.2999992370605,16.7399997711182,16.8199996948242,66974900,16.3042163848877,-2.37903356321134,1,AT&T
2024-01-24,16.5599994659424,17.0400009155273,16.4599990844727,16.6800003051758,79217000,16.1685104370117,-2.39823541605354,1,AT&T
2024-01-11,16.7999992370605,16.7999992370605,16.1499996185303,16.2299995422363,59137500,15.732307434082,-3.06362371063928,1,AT&T
2024-08-05,130.860000610352,131.600006103516,127,127.26000213623,1203900,127.26000213623,-2.25361672606516,1,Atmos Energy
2024-05-23,116.559997558594,116.559997558594,113.849998474121,113.98999786377,1351000,113.184997558594,-2.91961324957699,1,Atmos Energy
2024-05-10,119.709999084473,119.779998779297,116.860000610352,117.180000305176,3140300,116.352470397949,-2.25037552498804,1,Atmos Energy
2024-02-13,113.650001525879,113.75,110.459999084473,111.75,633600,110.178581237793,-2.1205218599916,1,Atmos Energy
2024-01-11,117.76000213623,117.76000213623,115.23999786377,115.389999389648,623400,113.767395019531,-2.40624224604539,1,Atmos Energy
2024-08-02,236.669998168945,238,230.649993896484,231.369995117188,2812400,231.369995117188,-2.50067364791413,1,Autodesk
2024-05-30,207.100006103516,207.100006103516,199.550003051758,199.929992675781,4026500,199.929992675781,-2.38852967326444,1,Autodesk
2024-04-17,212.770004272461,219.5,207.429992675781,214.919998168945,6357400,214.919998168945,-3.40902837149565,1,Autodesk
2024-04-10,243.589996337891,244.199996948242,238.100006103516,239.009994506836,1284900,239.009994506836,-2.08547854845318,1,Autodesk
2024-04-02,249.550003051758,252.759994506836,247.190002441406,248.710006713867,1692000,248.710006713867,-2.40082256897615,1,Autodesk
2024-03-05,257.350006103516,257.510009765625,246.169998168945,247.289993286133,1850300,247.289993286133,-2.99641445627026,1,Autodesk
2024-08-05,267.450012207031,268.480010986328,256.619995117188,258.140014648438,2295700,258.140014648438,-2.24282640404069,1,Automatic Data Processing
2024-06-26,246.610000610352,247.679992675781,237.210006713867,238.020004272461,3146300,238.020004272461,-4.55322074360344,1,Automatic Data Processing
2024-06-10,251.279998779297,252.190002441406,243.690002441406,246.869995117188,2339700,245.455093383789,-2.36947674131312,1,Automatic Data Processing
2024-05-28,248.300003051758,248.460006713867,241.910003662109,243.300003051758,1483500,241.905563354492,-2.46579849898418,1,Automatic Data Processing
2024-05-02,246.009994506836,246.960006713867,241.029998779297,242.029998779297,1781100,240.642837524414,-2.35120125219523,1,Automatic Data Processing
2024-07-01,2956.35009765625,2956.35009765625,2806.51000976563,2832.7900390625,168700,2832.7900390625,-3.49342162081647,1,AutoZone
2024-05-21,2877.14990234375,2895,2796.85009765625,2820.830078125,293000,2820.830078125,-2.79257647907683,1,AutoZone
2024-02-08,2757,2798.56005859375,2707.5,2731.65991210938,283700,2731.65991210938,-3.08061405816808,1,AutoZone
2024-01-31,2828.6298828125,2840.80004882813,2758.669921875,2762.1298828125,202600,2762.1298828125,-2.14938259590723,1,AutoZone
2024-08-05,208.919998168945,211.089996337891,203.649993896484,204.070007324219,1191500,204.070007324219,-2.57464596200275,1,AvalonBay Communities
2024-04-01,185.330001831055,185.330001831055,181.220001220703,181.320007324219,456900,179.82585144043,-2.08530253642412,1,AvalonBay Communities
2024-02-05,172.820007324219,173.410003662109,169.869995117188,169.990005493164,874900,167.002883911133,-2.63114464517395,1,AvalonBay Communities
2024-01-03,186.880004882813,186.880004882813,182.830001831055,183.289993286133,1105200,180.06916809082,-2.36033596670845,1,AvalonBay Communities
2024-08-05,211.110000610352,211.110000610352,201.220001220703,202.270004272461,613100,202.270004272461,-3.67726444174649,1,Avery Dennison
